	WORD	CEFR	CLUE
7418	squabble	c1	['a quarrel about petty points', 'argue over petty things']
7419	squad	c1	['a smallest army unit', 'a cooperative unit (especially in sports)', 'a small squad of policemen trained to deal with a particular kind of crime']
7420	square	c1	"['(geometry) a plane rectangle with four equal sides and four right angles; a four-sided regular polygon', 'the product of two equal terms', 'an open area at the meeting of two or more streets', 'something approximating the shape of a square', ""someone who doesn't understand what is going on"", 'a formal and conservative person with old-fashioned views', 'any artifact having a shape similar to a plane geometric figure with four equal sides and four right angles', 'a hand tool consisting of two straight arms at right angles; used to construct or test right angles', 'make square', 'raise to the second power', 'cause to match, as of ideas or acts', 'position so as to be square', 'be compatible with', 'pay someone and settle a debt', 'turn the paddle; in canoeing', 'turn the oar, while rowing', 'having four equal sides and four right angles or forming a right angle', 'characterized by honesty and fairness', 'providing abundant nourishment', 'leaving no balance', 'without evasion or compromise', 'rigidly conventional or old-fashioned', 'in a straight direct way', 'in a square shape', 'firmly and solidly']"
7421	squareness	c1	['the property of being shaped like a square']
7422	squat	c1	"['exercising by repeatedly assuming a crouching position with the knees bent; strengthens the leg muscles', 'a small worthless amount', 'the act of assuming or maintaining a crouching position with the knees bent and the buttocks near the heels', ""sit on one's heels"", 'be close to the earth, or be disproportionately wide', 'occupy (a dwelling) illegally', 'short and thick; as e.g. having short legs and heavy musculature', 'having a low center of gravity; built low to the ground']"
7423	squeal	b2	['a high-pitched howl', 'utter a high-pitched cry, characteristic of pigs', 'confess to a punishable or reprehensible deed, usually under pressure']
7424	squeeze	c1	"['the act of gripping and pressing firmly', 'a state in which there is a short supply of cash to lend to businesses and consumers and interest rates are high', 'a situation in which increased costs cannot be passed on to the customer', ""(slang) a person's girlfriend or boyfriend"", 'a twisting squeeze', 'an aggressive attempt to compel acquiescence by the concentration or manipulation of power', 'a tight or amorous embrace', 'the act of forcing yourself (or being forced) into or through a restricted space', 'to compress with violence, out of natural shape or condition', 'press firmly', 'squeeze like a wedge into a tight space', 'to cause to do through pressure or necessity, by physical, moral or intellectual means :', 'obtain by coercion or intimidation', 'press or force', 'squeeze tightly between the fingers', 'squeeze (someone) tightly in your arms, usually with fondness', 'squeeze or press together']"
7425	squirrel	a2	['a kind of arboreal rodent having a long bushy tail', 'the fur of a squirrel']
7426	squirt	a2	['someone who is small and insignificant', 'the occurrence of a sudden discharge (as of liquid)', 'cause to come out in a squirt', 'wet with a spurt of liquid']
7427	ss	c1	"['the United States intelligence agency that protects current and former presidents and vice presidents and their immediate families and protects distinguished foreign visitors; detects and apprehends counterfeiters; suppresses forgery of government securities and documents', 'special police force in Nazi Germany founded as a personal bodyguard for Adolf Hitler in 1925; the SS administered the concentration camps', ""1/60 of a minute; the basic unit of time adopted under the Systeme International d'Unites"", 'an abundant tasteless odorless multivalent nonmetallic element; best known in yellow crystals; occurs in many sulphide and sulphate minerals and even in native form (especially in volcanic regions)', 'the cardinal compass point that is at 180 degrees', 'a unit of conductance equal to the reciprocal of an ohm', 'the 19th letter of the Roman alphabet', '(thermodynamics) a thermodynamic quantity representing the amount of energy in a system that is no longer available for doing mechanical work']"
7428	stab	a2	['a sudden sharp feeling', 'a strong blow with a knife or other sharp pointed instrument', 'informal words for any attempt or effort', 'use a knife on', 'stab or pierce', 'poke or thrust abruptly']
7429	stability	c1	['the quality or attribute of being firm and steadfast', 'a stable order (especially of society)', 'the quality of being enduring and free from change or variation']
7430	stable	a1	['a farm building for housing horses or other livestock', 'shelter in a stable', 'resistant to change of position or condition', 'firm and dependable; subject to little fluctuation', 'not taking part readily in chemical change', 'maintaining equilibrium', 'showing little if any change']
7431	stack	c1	"['an orderly pile', ""(often followed by `of') a large number or amount or extent"", 'a list in which the next item to be removed is the item most recently stored (LIFO)', 'a large tall chimney through which combustion gases and smoke can be evacuated', 'a storage device that handles data so that the next item to be retrieved is the item most recently stored (LIFO)', 'load or cover with stacks', 'arrange in stacks', ""arrange the order of so as to increase one's winning chances""]"
7432	stadium	c1	['a large structure for open-air sports or entertainments']
7433	staff	b1	['personnel who assist their superior in carrying out an assigned task', 'a strong rod or stick with a specialized utilitarian purpose', 'the body of teachers and administrators at a school', 'building material consisting of plaster and hair; used to cover external surfaces of temporary structure (as at an exposition) or for decoration', 'a rod carried as a symbol', '(music) the system of five horizontal lines on which the musical notes are written', 'provide with staff', 'serve on the staff of']
7434	stage	c1	"['any distinct time period in a sequence of events', 'a specific identifiable position in a continuum or series or especially in a process', 'a large platform on which people can stand and can be seen by an audience', ""the theater as a profession (usually `the stage')"", 'a large coach-and-four formerly used to carry passengers and mail on regular routes between towns', 'a section or portion of a journey or course', 'any scene regarded as a setting for exhibiting or doing something; --Shakespeare', 'a small platform on a microscope where the specimen is mounted for examination', 'perform (a play), especially on a stage', 'plan, organize, and carry out (an event)']"
7435	stagnant	c1	['not circulating or flowing', 'not growing or changing; without force or vitality']
7436	stain	b2	['a soiled or discolored appearance', '(microscopy) a dye or other coloring material that is used in microscopy to make structures visible', 'the state of being covered with unclean things', 'a symbol of disgrace or infamy; --Genesis', 'an act that brings discredit to the person who does it', 'color with a liquid dye or tint', 'produce or leave stains', 'make dirty or spotty, as by exposure to air; also used metaphorically', 'color for microscopic study']
7437	stainless	b2	['steel containing chromium that makes it resistant to corrosion', '(of reputation) free from blemishes']
7438	stair	a2	['support consisting of a place to rest the foot while ascending or descending a stairway']
7439	staircase	b1	['a way of access (upward and downward) consisting of a set of steps']
7440	stairway	c1	['a way of access (upward and downward) consisting of a set of steps']
7441	stake	c1	['(law) a right or legal share of something; a financial involvement with something', 'a pole or stake set up to mark something (as the start or end of a race track)', 'instrument of execution consisting of a vertical post that a victim is tied to for burning', 'the money risked on a gamble', 'a strong wooden or metal post with a point at one end so it can be driven into the ground', 'put at risk', 'place a bet on', 'mark with a stake', 'tie or fasten to a stake', 'kill by piercing with a spear or sharp pole']
7442	stale	c1	['urinate, of cattle and horses', 'lacking freshness, palatability, or showing deterioration from age', 'lacking originality or spontaneity; no longer new']
7443	stall	a1	['a compartment in a stable where a single animal is confined and fed', 'small area set off by walls for special use', 'a booth where articles are displayed for sale', 'a malfunction in the flight of an aircraft in which there is a sudden loss of lift that results in a downward plunge', 'seating in the forward part of the main level of a theater', 'small individual study area in a library', 'a tactic used to mislead or delay', 'postpone doing what one should be doing', 'come to a stop', 'deliberately delay an event or action', 'put into, or keep in, a stall', 'experience a stall in flight, of airplanes', 'cause an airplane to go into a stall', 'cause an engine to stop']
7444	stamp	c1	['the distinctive form in which a thing is made', 'a type or class', 'a symbol that is the result of printing or engraving', 'a small adhesive token stuck on a letter or package to indicate that that postal fees have been paid', 'something that can be used as an official medium of payment', 'a small piece of adhesive paper that is put on an object to show that a government tax has been paid', 'machine consisting of a heavy bar that moves vertically for pounding or crushing ores', 'a block or die used to imprint a mark or design', 'a device incised to make an impression; used to secure a closing or to authenticate documents', 'walk heavily', 'to mark, or produce an imprint in or on something', 'reveal clearly as having a certain character', 'affix a stamp to', 'treat or classify according to a mental stereotype', 'destroy or extinguish as if by stamping with the foot', 'form or cut out with a mold, form, or die', 'crush or grind with a heavy instrument', 'raise in a relief']
7445	stance	c1	['standing posture', 'a rationalized mental attitude']
7446	stand	b1	"['a support or foundation', 'the position where a thing or person stands', 'a growth of similar plants (usually trees) in a particular area', 'a small table for holding articles of various kinds', 'a support for displaying various articles', 'an interruption of normal activity', 'a mental position from which things are viewed', 'a booth where articles are displayed for sale', 'a stop made by a touring musical or theatrical group to give a performance', 'tiered seats consisting of a structure (often made of wood) where people can sit to watch an event (game or parade)', 'a platform where a (brass) band can play in the open air', 'a defensive effort', 'be standing; be upright', 'be in some specified state or condition', 'occupy a place or location, also metaphorically', ""hold one's ground; maintain a position; be steadfast or upright"", 'put up with something or somebody unpleasant', 'have or maintain a position or stand on an issue', 'remain inactive or immobile', 'be in effect; be or remain in force', 'be tall; have a height of; copula', 'put into an upright position', 'withstand the force of something', 'be available for stud services']"
7447	standard	c1	['a basis for comparison; a reference point against which other things can be evaluated', 'the ideal in terms of which something can be judged', 'a board measure = 1980 board feet', 'the value behind the money in a monetary system', 'an upright pole or beam (especially one used as a support)', 'any distinctive flag', 'conforming to or constituting a standard of measurement or value; or of the usual or regularized or accepted kind', 'commonly used or supplied', 'established or well-known or widely recognized as a model of authority or excellence', 'conforming to the established language usage of educated native speakers;  (American);  (British)', 'regularly and widely used or sold']
7448	standby	b1	['something that can be relied on when needed', 'an actor able to replace a regular performer when required', 'ready for emergency use']
7449	standing	b2	"['social or financial or professional status or reputation', 'an ordered listing of scores or results showing the relative positions of competitors (individuals or teams) in a sporting event', 'the act of assuming or maintaining an erect upright position', 'be standing; be upright', 'be in some specified state or condition', 'occupy a place or location, also metaphorically', ""hold one's ground; maintain a position; be steadfast or upright"", 'put up with something or somebody unpleasant', 'have or maintain a position or stand on an issue', 'remain inactive or immobile', 'be in effect; be or remain in force', 'be tall; have a height of; copula', 'put into an upright position', 'withstand the force of something', 'be available for stud services', 'having a supporting base', 'not created for a particular occasion', '(of fluids) not moving or flowing', 'executed in or initiated from a standing position', '(of persons) on the feet; having the torso in an erect position supported by straight legs', 'permanent']"
7450	staple	b2	['(usually plural) a necessary commodity for which demand is constant', 'a natural fiber (raw cotton, wool, hemp, flax) that can be twisted to form yarn', 'material suitable for manufacture or use or finishing', 'a short U-shaped wire nail for securing cables', 'paper fastener consisting of a short length of U-shaped wire that can fasten papers together', 'secure or fasten with a staple or staples', 'necessary or important, especially regarding food or commodities']
7451	star	b2	['(astronomy) a celestial body of hot gases that radiates energy derived from thermonuclear reactions in the interior', 'someone who is dazzlingly skilled in any field', 'any celestial body visible (as a point of light) from the Earth at night', 'an actor who plays a principal role', 'a plane figure with 5 or more points; often used as an emblem', 'a performer who receives prominent billing', 'a star-shaped character * used in printing', 'the topology of a network whose components are connected to a hub', 'feature as the star', 'be the star in a performance', 'mark with an asterisk', 'indicating the most important performer or role']
7452	starchy	c1	['consisting of or containing starch', 'rigidly formal']
7453	stardom	b2	['the status of being acknowledged as a star']
7454	stare	c1	"['a fixed look with eyes open wide', 'look at with fixed eyes', ""fixate one's eyes""]"
7455	stark	c1	['devoid of any qualifications or disguise or adornment', 'severely simple', 'complete or extreme', 'without qualification; used informally as (often pejorative) intensifiers', 'providing no shelter or sustenance', 'completely']
7456	starlight	c1	['the light of the stars']
7457	starry	c1	['abounding with or resembling stars']
7458	start	a2	['the beginning of anything', 'the time at which something is supposed to begin', 'a turn to be a starter (in a game at the beginning)', 'a sudden involuntary movement', 'the act of starting something', 'a line indicating the location of the start of a race or a game', 'a signal to begin (as in a race)', 'the advantage gained by beginning early (as in a race)', 'take the first step or steps in carrying out an action', 'set in motion, cause to start', 'leave', 'have a beginning, in a temporal, spatial, or evaluative sense', 'bring into being', 'get off the ground', 'move or jump suddenly, as if in surprise or alarm', 'get going or set in motion', 'begin or set in motion', 'begin work or acting in a certain capacity, office or job', 'play in the starting lineup', 'have a beginning characterized in some specified way', 'begin an event that is implied and limited by the nature or inherent function of the direct object', 'bulge outward']
7459	starter	b2	['an electric motor for starting an engine', 'a contestant in a team sport who is in the game at the beginning', 'the official who signals the beginning of a race or competition', 'any new participant in some activity', 'food or drink to stimulate the appetite (usually served before a meal or as the first course)', 'a hand tool consisting of a rotating shaft with parallel handle', 'a culture containing yeast or bacteria that is used to start the process of fermentation or souring in making butter or cheese or dough']
7460	startle	b2	['a sudden involuntary movement', 'to stimulate to action', 'move or jump suddenly, as if in surprise or alarm']
7461	startling	b2	['to stimulate to action', 'move or jump suddenly, as if in surprise or alarm', 'so remarkably different or sudden as to cause momentary shock or alarm']
7462	starvation	b2	['a state of extreme hunger resulting from lack of essential nutrients over a prolonged period', 'the act of depriving of food or subjecting to famine']
7463	starve	c1	['be hungry; go without food', 'die of food deprivation', 'deprive of food', 'have a craving, appetite, or great desire for', 'deprive of a necessity and cause suffering']
7464	stash	c1	['a secret store of valuables or money', 'save up as for future use']
7465	state	b2	['the territory occupied by one of the constituent administrative districts of a nation', 'the way something is with respect to its main attributes', 'the group of people comprising the government of a sovereign state', 'a politically organized body of people under a single government', '(chemistry) the three traditional states of matter are solids (fixed shape and volume) and liquids (fixed volume and shaped by the container) and gases (filling the container)', 'a state of depression or agitation', 'the territory occupied by a nation', 'the federal department in the United States that sets and maintains foreign policies', 'express in words', 'put before', 'indicate through a symbol, formula, etc.']
7466	statement	b2	['a message that is stated or declared; a communication (oral or written) setting forth particulars or facts etc', 'a fact or assertion offered as evidence that something is true', '(music) the presentation of a musical theme', 'a nonverbal message', 'the act of affirming or asserting or stating something', '(computer science) a line of code written as part of a computer program', 'a document showing credits and debits']
7467	station	a1	['a facility equipped with special equipment and personnel for a particular purpose', 'proper or designated social situation', '(nautical) the location to which a ship or fleet is assigned for duty', 'the position where someone (as a guard or sentry) stands or is assigned to stand', 'the frequency assigned to a broadcasting station', 'assign to a station']
7468	statistic	b1	['a datum that can be represented numerically']
7469	statistical	c1	['of or relating to statistics']
7470	statue	a2	['a sculpture representing a human or animal']
7471	stature	c1	['high level of respect gained by impressive development or achievement', '(of a standing person) the distance from head to foot']
7472	status	c1	['the relative position or standing of things or especially persons in a society', 'a state at a particular time']
7473	stay	b1	['continuing or remaining in a place or state', 'the state of inactivity following an interruption', 'a judicial order forbidding some action until an event occurs or the order is lifted', 'a thin strip of metal or bone that is used to stiffen a garment (e.g. a corset)', '(nautical) brace consisting of a heavy rope or wire cable used as a support for a mast or spar', 'stay the same; remain in a certain state', 'stay put (in a certain place)', 'dwell', 'continue in a place, position, or situation', 'remain behind', 'stop or halt', 'stay behind', 'hang on during a trial of endurance', 'stop a judicial process', 'fasten with stays', 'overcome or allay']
7474	steadily	c1	['at a steady rate or pace', 'in a steady manner']
7475	steady	c1	['a person loved by another person', 'make steady', 'support or hold steady and make steadfast, with or as if with a brace', 'not subject to change or variation especially in behavior', 'not liable to fluctuate or especially to fall', 'securely in position; not shaky', 'marked by firm determination or resolution; not shakable', 'relating to a person who does something regularly', 'not easily excited or upset', 'in a steady manner']
7476	steak	b1	['a slice of meat cut from the fleshy part of an animal or large fish']
7477	steal	b1	"['an advantageous purchase', 'a stolen base; an instance in which a base runner advances safely during the delivery of a pitch (without the help of a hit or walk or passed ball or wild pitch)', ""take without the owner's consent"", 'move stealthily', 'steal a base']"
7478	steam	b2	['water at boiling temperature diffused in the atmosphere', 'travel by means of steam power', 'emit steam', 'rise as vapor', 'get very angry', 'clean by means of steaming', 'cook something by letting steam pass over it']
7479	steamboat	b2	['a boat propelled by a steam engine']
7480	steamer	b2	['a clam that is usually steamed in the shell', 'a cooking utensil that can be used to cook food by steaming it', 'a ship powered by one or more steam engines', 'an edible clam with thin oval-shaped shell found in coastal regions of the United States and Europe', 'travel by means of steam power']
7481	steamship	b2	['a ship powered by one or more steam engines']
7482	steel	c1	['an alloy of iron with small amounts of carbon; widely used in construction; mechanical properties can be varied over a wide range', 'a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard', 'knife sharpener consisting of a ridged steel rod', 'get ready for something difficult or unpleasant', 'cover, plate, or edge with steel']
7483	steep	a2	['a steep place (as on a hill)', 'devote (oneself) fully to', 'let sit in a liquid to extract a flavor or to cleanse', 'having a sharp inclination', 'greatly exceeding bounds of reason or moderation', 'of a slope; set at a high angle']
7484	steeplechase	b2	['a footrace of usually 3000 meters over a closed track with hurdles and a water jump', 'a horse race over an obstructed course']
7485	steeply	a2	['in a steep manner']
7486	steer	c1	['an indication of potential opportunity', 'castrated bull', 'direct the course; determine the direction of travelling', 'direct (oneself) somewhere', 'be a guiding or motivating force or drive']
7487	stellar	c1	['indicating the most important performer or role', 'being or relating to or resembling or emanating from stars']
7488	stem	c1	['(linguistics) the form of a word after all affixes are removed', 'a slender or elongated structure that supports a plant or fungus or a plant part or plant organ', 'cylinder forming a long narrow part of something', 'the tube of a tobacco pipe', 'front part of a vessel or aircraft', 'a turn made in skiing; the back of one ski is forced outward and the other ski is brought parallel to it', 'grow out of, have roots in, originate in', 'cause to point inward', 'stop the flow of a liquid', 'remove the stem from']
7489	stencil	b1	['a sheet of material (metal, plastic, cardboard, waxed paper, silk, etc.) that has been perforated with a pattern (printing or a design); ink or paint can pass through the perforations to create the printed pattern on the surface below', 'mark or print with a stencil']
7490	step	c1	"['any maneuver made as part of progress toward a goal', 'the distance covered by a step', 'the act of changing location by raising the foot and setting it down', 'support consisting of a place to rest the foot while ascending or descending a stairway', 'relative position in a graded series', 'a short distance', 'the sound of a step of someone walking', 'a musical interval of two semitones', 'a mark of a foot or shoe on a surface', ""a solid block joined to the beams in which the heel of a ship's mast or capstan is fixed"", 'a sequence of foot movements that make up a particular dance', 'shift or move by taking a step', 'put down or press the foot, place the foot', 'cause (a computer) to execute a single command', 'treat badly', 'furnish with steps', ""move with one's feet in a specific manner"", 'walk a short distance to a specified place or in a specified manner', ""place (a ship's mast) in its step"", 'measure (distances) by pacing', 'move or proceed as if by steps into a new situation']"
7491	stepmother	b1	['the wife of your father by a subsequent marriage']
7492	stereo	b1	['reproducer in which two microphones feed two or more loudspeakers to give a three-dimensional effect to the sound', 'two photographs taken from slightly different angles that appear three-dimensional when viewed together', 'designating sound transmission from two sources through two channels']
7493	stereotype	c1	['a conventional or formulaic conception or image', 'treat or classify according to a mental stereotype']
7494	stereotypical	c1	['lacking spontaneity or originality or individuality']
7495	sterility	c1	['(of non-living objects) the state of being free of pathogenic organisms', 'the state of being unable to produce offspring; in a woman it is an inability to conceive; in a man it is an inability to impregnate']
7496	sterilization	c1	['the act of making an organism barren or infertile (unable to reproduce)', 'the procedure of making some object free of live bacteria or other microorganisms (usually by heat or chemical means)']
7497	sterling	b1	['British money; especially the pound sterling as the basic monetary unit of the UK', 'highest in quality']
7498	sternly	a1	['with sternness; in a severe manner']
7499	stethoscope	c1	['a medical instrument for listening to the sounds generated inside the body']
7500	steward	a2	"['someone who manages property or other affairs for someone else', ""the ship's officer who is in charge of provisions and dining arrangements"", 'an attendant on an airplane', 'a union member who is elected to represent fellow workers in negotiating with management', 'one having charge of buildings or grounds or animals']"
7501	stick	b2	['an implement consisting of a length of wood', 'a small thin branch of a tree', 'a lever used by a pilot to control the ailerons and elevators of an airplane', 'a rectangular quarter pound block of butter or margarine', 'informal terms for the leg', 'a long implement (usually made of wood) that is shaped so that hockey or polo players can hit a puck or ball', 'a long thin implement resembling a length of wood', 'marijuana leaves rolled into a cigarette for smoking', 'threat of a penalty', 'put, fix, force, or implant', 'stay put (in a certain place)', 'stick to firmly', 'be or become fixed', 'endure', 'be a devoted follower or supporter', 'be loyal to', 'cover and decorate with objects that pierce the surface', 'fasten with an adhesive material like glue', 'fasten with or as with pins or nails', 'fasten into place by fixing an end or point into something', 'pierce with a thrust using a pointed instrument', 'pierce or penetrate or puncture with something pointed', 'come or be in close contact with; stick or hold together and resist separation', 'saddle with something disagreeable or disadvantageous', 'be a mystery or bewildering to']
7502	sticky	b1	['having the sticky properties of an adhesive', 'moist as with undried perspiration and with clothing sticking to the body', 'hot or warm and humid', 'hard to deal with; especially causing pain or embarrassment', 'covered with an adhesive material']
7503	stiff	b2	['an ordinary man', 'the dead body of a human being', 'not moving or operating freely', 'powerful', 'rigidly formal', 'having a strong physiological or chemical effect; ; ; ,', 'marked by firm determination or resolution; not shakable', 'incapable of or resistant to bending', 'very drunk', 'extremely', 'in a stiff manner']
7504	stiffen	c1	['become stiff or stiffer', 'make stiff or stiffer', 'restrict']
7505	still	c1	['a static photograph (especially one taken from a movie and used for advertising purposes)', '(poetic) tranquil silence', 'an apparatus used for the distillation of liquids; consists of a vessel in which a substance is vaporized by heat and a condenser where the vapor is condensed', 'a plant and works where alcoholic drinks are made by distillation', 'make calm or still', 'cause to be quiet or not talk', 'lessen the intensity of or calm', 'make motionless', 'not in physical motion', 'marked by absence of sound', '(of a body of water) free from disturbance by heavy waves', 'used of pictures; of a single or static photograph not presented so as to create the illusion of motion; or representing objects not capable of motion', 'not sparkling', 'free from noticeable current', 'with reference to action or condition; without change, interruption, or cessation', 'despite anything to the contrary (usually following a concession)', 'to a greater degree or extent; used with comparisons', 'without moving or making a sound']
7506	stillness	b2	['(poetic) tranquil silence', 'calmness without winds', 'a state of no motion or movement']
7507	stimulate	b2	['act as a stimulant', 'cause to do; cause to act in a specified manner', 'stir the feelings, emotions, or peace of', 'cause to be alert and energetic', 'cause to occur rapidly', 'stir feelings in', 'provide the needed stimulus for']
7508	stimulus	b1	['any stimulating information or event; acts to arouse action']
7509	sting	a1	"['a kind of pain; something as sudden and painful as being stung', 'a mental pain or distress', ""a painful wound caused by the thrust of an insect's stinger into skin"", 'a swindle in which you cheat at gambling or persuade a person to buy worthless property', 'cause a sharp or stinging pain or discomfort', 'deliver a sting to', 'saddle with something disagreeable or disadvantageous', 'cause a stinging pain', 'cause an emotional pain, as if by stinging']"
7510	stir	b1	['a prominent or sensational but short-lived news event', 'emotional agitation and excitement', 'a rapid active commotion', 'move an implement through', 'move very slightly', 'stir feelings in', 'stir the feelings, emotions, or peace of', 'affect emotionally', 'summon into action or bring into existence, often as if by magic', 'to begin moving,', 'mix or add by stirring']
7511	stitch	c1	['a link or loop or knot made by an implement in knitting, crocheting, embroidery, or sewing', 'a sharp spasm of pain in the side resulting from running', 'fasten by sewing; do needlework']
7512	stock	b2	"['the capital raised by a corporation through the issue of shares entitling holders to an ownership interest (equity)', 'the merchandise that a shop has on hand', 'the handle of a handgun or the butt end of a rifle or shotgun or part of the support of a machine gun or artillery gun', ""a certificate documenting the shareholder's ownership in the corporation"", 'a supply of something available for future use', 'the descendants of one individual', 'a special variety of domesticated animals within a species', 'liquid in which meat and vegetables are simmered; used as a basis for e.g. soups or sauces', 'the reputation and popularity a person has', 'persistent thickened stem of a herbaceous perennial plant', 'a plant or stem onto which a graft is made; especially a plant grown specifically to provide the root part of grafted plants', 'any of several Old World plants cultivated for their brightly colored flowers', 'any of various ornamental flowering plants of the genus Malcolmia', 'lumber used in the construction of something', 'the handle end of some implements or tools', 'an ornamental white cravat', 'any animals kept for use or profit', 'have on hand', 'equip with a stock', 'supply with fish', 'supply with livestock', 'amass so as to keep for future use or sale or for a particular occasion or use', 'provide or furnish with a stock of something', 'put forth and grow sprouts or shoots', 'repeated too often; overfamiliar through overuse', 'routine', 'regularly and widely used or sold']"
7513	stockbroker	a1	['an agent in the buying and selling of stocks and bonds']
7514	stocking	c1	['close-fitting hosiery to cover the foot and leg; come in matched pairs (usually used in the plural)', 'the activity of supplying a stock of something', 'have on hand', 'equip with a stock', 'supply with fish', 'supply with livestock', 'amass so as to keep for future use or sale or for a particular occasion or use', 'provide or furnish with a stock of something', 'put forth and grow sprouts or shoots']
7515	stockpile	c1	['something kept back or saved for future use or a special purpose', 'a storage pile accumulated for future use', 'have on hand']
7516	stomach	c1	['an enlarged and muscular saclike organ of the alimentary canal; the principal organ of digestion', 'the region of the body of a vertebrate between the thorax and the pelvis', 'an inclination or liking for things involving conflict or difficulty or unpleasantness', 'an appetite for food', 'bear to eat', 'put up with something or somebody unpleasant']
7517	stomachache	a2	['an ache localized in the stomach or abdominal region']
7518	stone	c1	"['a lump or mass of hard consolidated mineral matter', 'building material consisting of a piece of rock hewn in a definite shape for a special purpose', ""material consisting of the aggregate of minerals like those making up the Earth's crust"", 'a crystalline rock that can be cut and polished for jewelry', 'an avoirdupois unit used to measure the weight of a human body; equal to 14 pounds', 'the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed', 'United States jurist who was named chief justice of the United States Supreme Court in 1941 by Franklin D. Roosevelt (1872-1946)', 'United States filmmaker (born in 1946)', 'United States feminist and suffragist (1818-1893)', 'United States journalist who advocated liberal causes (1907-1989)', 'United States jurist who served on the United States Supreme Court as chief justice (1872-1946)', 'United States architect (1902-1978)', 'a lack of feeling or expression or movement', 'kill by throwing stones at', 'remove the pits from', 'of any of various dull tannish or grey colors']"
7519	stonemason	c1	['a craftsman who works with stone or brick']
7520	stonework	c1	['masonry done with stone']
7521	stonily	c1	['in a stony manner']
7522	stony	a1	['abounding in rocks or stones', 'showing unfeeling resistance to tender feelings', 'hard as granite']
7523	stool	c1	['a simple seat without a back or arms', 'solid excretory product evacuated from the bowels', '(forestry) the stump of a tree that has been felled or headed for the production of saplings', 'a plumbing fixture for defecation and urination', 'lure with a stool, as of wild fowl', 'react to a decoy, of wildfowl', 'grow shoots in the form of stools or tillers', 'have a bowel movement']
7524	stop	a2	['the event of something ending', 'the act of stopping something', 'a brief stay in the course of a journey', 'the state of inactivity following an interruption', 'a spot where something halts or pauses', 'a consonant produced by stopping the flow of air at some point and suddenly releasing it', 'a punctuation mark (.) placed at the end of a declarative sentence to indicate a full stop or after abbreviations', '(music) a knob on an organ that is pulled to change the sound quality from the organ pipes', 'a mechanical device in a camera that controls size of aperture of the lens', 'a restraint that checks the motion of something', 'an obstruction in a pipe or tube', 'come to a halt, stop moving', 'put an end to a state or an activity', 'stop from happening or developing', 'interrupt a trip', 'cause to stop', 'prevent completion', 'hold back, as of a danger or an enemy; check the expansion or influence of', 'seize on its way', 'have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical', 'render unsuitable for passage', 'stop and wait, as if awaiting further instructions or developments']
7525	stoplight	b2	['a red light on the rear of a motor vehicle that signals when the brakes are applied to slow or stop', 'a visual signal to control the flow of traffic at intersections']
7526	store	b2	['a mercantile establishment for the retail sale of goods or services', 'a supply of something available for future use', 'an electronic memory device', 'a depository for goods', 'keep or lay aside for future use', 'find a place for and put away for storage']
7527	storehouse	c1	['a depository for goods']
7528	storeroom	c1	['a room in which things are stored']
7529	storey	c1	['a structure consisting of a room or set of rooms at a single position along a vertical scale']
7530	storm	b2	['a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning', 'a violent commotion or disturbance', 'a direct and violent assault on a stronghold', 'behave violently, as if in state of a great anger', 'take by force', 'rain, hail, or snow hard and be very windy, often with thunder or lightning', 'blow hard', 'attack by storm; attack suddenly']
7531	stormy	c1	['(especially of weather) affected or characterized by storms or commotion', 'characterized by violent emotions or behavior']
7532	story	a1	['a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program', 'a piece of fiction that narrates a chain of related events', 'a structure consisting of a room or set of rooms at a single position along a vertical scale', 'a record or narrative description of past events', 'a short account of the news', 'a trivial lie']
7533	stove	c1	['a kitchen appliance used for cooking food', 'any heating apparatus', 'furnish with staves', 'burst or force (a hole) into something']
7534	straight	b2	['a heterosexual person; someone having a sexual orientation to persons of the opposite sex', 'a poker hand with 5 consecutive cards (regardless of suit)', 'a straight segment of a roadway or racecourse', 'successive (without a break)', 'having no deviations', '(of hair) having no waves or curls', 'erect in posture', 'in keeping with the facts', 'characterized by honesty and fairness', 'no longer coiled', 'free from curves or angles', 'neatly arranged; not disorderly', 'not homosexual', 'accurately fitted; level', 'without evasion or compromise', 'without water', 'following a correct or logical method', 'rigidly conventional or old-fashioned', 'without deviation', 'in a forthright manner; candidly or frankly', 'in a straight line; in a direct course']
7535	straighten	c1	['straighten up or out; make straight', 'make straight', 'get up from a sitting or slouching position', 'put (things or places) in order', 'straighten by unrolling', 'make straight or straighter']
7536	straightforward	b2	['free from ambiguity', 'without evasion or compromise', 'without concealment or deception; honest', 'pointed directly ahead']
